# Energies per box
# Cycle, LJ_Inter, LJ_tail, LJ_Inter_Total, EL_Real, EL_Excl, EL_Self, EL_Four,                                                EL_Inter, LJ_Intra, EL_Intra, E_Bending, E_Torsion, E_Total
       100  -0.1201668538E+006  -0.1300266057E+004  -0.1214671199E+006  -0.7419282468E+005   0.2302704701E+007  -0.2305009487E+007   0.1731293030E+004  -0.7476631745E+005   0.0000000000E+000   0.0000000000E+000   0.8239111228E+007   0.0000000000E+000   0.8042877791E+007
       200  -0.1269496986E+006  -0.1402569154E+004  -0.1283522677E+006  -0.5484739780E+005   0.2303623664E+007  -0.2305009487E+007   0.1209330355E+004  -0.5502388978E+005   0.0000000000E+000   0.0000000000E+000   0.4172622559E+007   0.0000000000E+000   0.3989246401E+007
       300  -0.1319687788E+006  -0.1611272505E+004  -0.1335800513E+006  -0.5501537014E+005   0.2304111332E+007  -0.2305009487E+007   0.6560121838E+003  -0.5525751245E+005   0.0000000000E+000   0.0000000000E+000   0.2047458114E+007   0.0000000000E+000   0.1858620550E+007
       400  -0.1423157570E+006  -0.1668445629E+004  -0.1439842026E+006  -0.4845668217E+005   0.2304382730E+007  -0.2305009487E+007   0.5954793956E+003  -0.4848795908E+005   0.0000000000E+000   0.0000000000E+000   0.8769556277E+006   0.0000000000E+000   0.6844834660E+006
       500  -0.1591557410E+006  -0.1866502885E+004  -0.1610222439E+006  -0.5032086681E+005   0.2304498618E+007  -0.2305009487E+007   0.7405413828E+003  -0.5009119388E+005   0.0000000000E+000   0.0000000000E+000   0.3770292715E+006   0.0000000000E+000   0.1659158338E+006
       600  -0.1607392230E+006  -0.1913591475E+004  -0.1626528145E+006  -0.5094857535E+005   0.2304554095E+007  -0.2305009487E+007   0.6885492862E+003  -0.5071541799E+005   0.0000000000E+000   0.0000000000E+000   0.1389008097E+006   0.0000000000E+000  -0.7446742274E+005
       700  -0.1621062761E+006  -0.2005133081E+004  -0.1641114092E+006  -0.4869025033E+005   0.2304564720E+007  -0.2305009487E+007   0.5949302326E+003  -0.4854008685E+005   0.0000000000E+000   0.0000000000E+000   0.9363274445E+005   0.0000000000E+000  -0.1190187516E+006
       800  -0.1750922178E+006  -0.2178571271E+004  -0.1772707891E+006  -0.5748286990E+005   0.2304567699E+007  -0.2305009487E+007   0.4664757366E+003  -0.5745818139E+005   0.0000000000E+000   0.0000000000E+000   0.8093143899E+005   0.0000000000E+000  -0.1537975315E+006
       900  -0.1849819763E+006  -0.2381603554E+004  -0.1873635799E+006  -0.5075461030E+005   0.2304569221E+007  -0.2305009487E+007   0.4191761389E+003  -0.5077570023E+005   0.0000000000E+000   0.0000000000E+000   0.7448681574E+005   0.0000000000E+000  -0.1636524644E+006
      1000  -0.1890059818E+006  -0.2472038858E+004  -0.1914780207E+006  -0.6003732921E+005   0.2304571098E+007  -0.2305009487E+007   0.4794827746E+003  -0.5999623504E+005   0.0000000000E+000   0.0000000000E+000   0.6653989585E+005   0.0000000000E+000  -0.1849343599E+006
