# Energies per box
# Cycle, LJ_Inter, LJ_tail, LJ_Inter_Total, EL_Real, EL_Excl, EL_Self, EL_Four,                                                EL_Inter, LJ_Intra, EL_Intra, E_Bending, E_Torsion, E_Total
      5400  -0.4593350302E+006  -0.6732218466E+004  -0.4660672486E+006  -0.1163740260E+006   0.6338241302E+007  -0.6358069506E+007   0.9414478136E+004  -0.1267877524E+006   0.0000000000E+000   0.0000000000E+000   0.1091243734E+006   0.0000000000E+000  -0.4837306277E+006
      5500  -0.4541249179E+006  -0.6646830832E+004  -0.4607717487E+006  -0.1029932721E+006   0.6338252442E+007  -0.6358069506E+007   0.8614125105E+004  -0.1141962112E+006   0.0000000000E+000   0.0000000000E+000   0.1028332519E+006   0.0000000000E+000  -0.4721347079E+006
      5600  -0.4598350159E+006  -0.6748157768E+004  -0.4665831736E+006  -0.1109773893E+006   0.6338266140E+007  -0.6358069506E+007   0.9086428971E+004  -0.1216943267E+006   0.0000000000E+000   0.0000000000E+000   0.9509922095E+005   0.0000000000E+000  -0.4931782794E+006
      5700  -0.4558636954E+006  -0.6783971373E+004  -0.4626476668E+006  -0.1186752524E+006   0.6338270684E+007  -0.6358069506E+007   0.8804766630E+004  -0.1296693083E+006   0.0000000000E+000   0.0000000000E+000   0.9253283777E+005   0.0000000000E+000  -0.4997841372E+006
      5800  -0.4494826229E+006  -0.6765456997E+004  -0.4562480799E+006  -0.1168359616E+006   0.6338264121E+007  -0.6358069506E+007   0.9272715017E+004  -0.1273686323E+006   0.0000000000E+000   0.0000000000E+000   0.9623992300E+005   0.0000000000E+000  -0.4873767892E+006
      5900  -0.4434677658E+006  -0.6524066875E+004  -0.4499918327E+006  -0.1007704316E+006   0.6338254080E+007  -0.6358069506E+007   0.8891651108E+004  -0.1116942066E+006   0.0000000000E+000   0.0000000000E+000   0.1019092500E+006   0.0000000000E+000  -0.4597767893E+006
      6000  -0.4495141032E+006  -0.6699781835E+004  -0.4562138850E+006  -0.9680746026E+005   0.6338254249E+007  -0.6358069506E+007   0.8452541069E+004  -0.1081701762E+006   0.0000000000E+000   0.0000000000E+000   0.1018143105E+006   0.0000000000E+000  -0.4625697507E+006
      6100  -0.4479088198E+006  -0.6654251805E+004  -0.4545630716E+006  -0.1163454737E+006   0.6338249832E+007  -0.6358069506E+007   0.9300516002E+004  -0.1268646319E+006   0.0000000000E+000   0.0000000000E+000   0.1043066324E+006   0.0000000000E+000  -0.4771210711E+006
      6200  -0.4318567599E+006  -0.6582967699E+004  -0.4384397276E+006  -0.1060256888E+006   0.6338263662E+007  -0.6358069506E+007   0.9748454819E+004  -0.1160830779E+006   0.0000000000E+000   0.0000000000E+000   0.9649932753E+005   0.0000000000E+000  -0.4580234779E+006
      6300  -0.4556758556E+006  -0.6634849801E+004  -0.4623107054E+006  -0.1049169581E+006   0.6338248739E+007  -0.6358069506E+007   0.8646160805E+004  -0.1160915643E+006   0.0000000000E+000   0.0000000000E+000   0.1049231330E+006   0.0000000000E+000  -0.4734791367E+006
      6400  -0.4590997341E+006  -0.6706956258E+004  -0.4658066903E+006  -0.1058414345E+006   0.6338256205E+007  -0.6358069506E+007   0.8921201504E+004  -0.1167335343E+006   0.0000000000E+000   0.0000000000E+000   0.1007074073E+006   0.0000000000E+000  -0.4818328173E+006
      6500  -0.4686981057E+006  -0.6815675205E+004  -0.4755137809E+006  -0.1141671768E+006   0.6338252851E+007  -0.6358069506E+007   0.8950764755E+004  -0.1250330673E+006   0.0000000000E+000   0.0000000000E+000   0.1026025941E+006   0.0000000000E+000  -0.4979442541E+006
      6600  -0.4399361157E+006  -0.6473992538E+004  -0.4464101082E+006  -0.1139994552E+006   0.6338254461E+007  -0.6358069506E+007   0.9044197779E+004  -0.1247703024E+006   0.0000000000E+000   0.0000000000E+000   0.1016929639E+006   0.0000000000E+000  -0.4694874467E+006
      6700  -0.4277722761E+006  -0.6415164871E+004  -0.4341874410E+006  -0.1064522041E+006   0.6338260145E+007  -0.6358069506E+007   0.9608731858E+004  -0.1166528333E+006   0.0000000000E+000   0.0000000000E+000   0.9848148122E+005   0.0000000000E+000  -0.4523587931E+006
      6800  -0.4293216664E+006  -0.6370551796E+004  -0.4356922182E+006  -0.1081341178E+006   0.6338260013E+007  -0.6358069506E+007   0.8675238160E+004  -0.1192683729E+006   0.0000000000E+000   0.0000000000E+000   0.9855792465E+005   0.0000000000E+000  -0.4564026665E+006
      6900  -0.4467950407E+006  -0.6523976707E+004  -0.4533190174E+006  -0.1088698622E+006   0.6338249603E+007  -0.6358069506E+007   0.8680848667E+004  -0.1200089171E+006   0.0000000000E+000   0.0000000000E+000   0.1044377019E+006   0.0000000000E+000  -0.4688902326E+006
      7000  -0.4478804064E+006  -0.6529434053E+004  -0.4544098404E+006  -0.1155962033E+006   0.6338250915E+007  -0.6358069506E+007   0.9147672514E+004  -0.1262671222E+006   0.0000000000E+000   0.0000000000E+000   0.1036934677E+006   0.0000000000E+000  -0.4769834950E+006
      7100  -0.4383907519E+006  -0.6439076204E+004  -0.4448298281E+006  -0.1112541414E+006   0.6338259330E+007  -0.6358069506E+007   0.9133081948E+004  -0.1219312354E+006   0.0000000000E+000   0.0000000000E+000   0.9894300539E+005   0.0000000000E+000  -0.4678180582E+006
      7200  -0.4363803588E+006  -0.6450939420E+004  -0.4428312982E+006  -0.1083934591E+006   0.6338268566E+007  -0.6358069506E+007   0.8958775242E+004  -0.1192356241E+006   0.0000000000E+000   0.0000000000E+000   0.9372868119E+005   0.0000000000E+000  -0.4683382412E+006
      7300  -0.4352164497E+006  -0.6464472871E+004  -0.4416809226E+006  -0.1058489784E+006   0.6338256219E+007  -0.6358069506E+007   0.9670233583E+004  -0.1159920320E+006   0.0000000000E+000   0.0000000000E+000   0.1006998814E+006   0.0000000000E+000  -0.4569730731E+006
      7400  -0.4365853062E+006  -0.6442522458E+004  -0.4430278286E+006  -0.1031362748E+006   0.6338252989E+007  -0.6358069506E+007   0.9561706079E+004  -0.1133910863E+006   0.0000000000E+000   0.0000000000E+000   0.1025211764E+006   0.0000000000E+000  -0.4538977385E+006
      7500  -0.4336783038E+006  -0.6398171985E+004  -0.4400764758E+006  -0.9882861490E+005   0.6338247367E+007  -0.6358069506E+007   0.9890964584E+004  -0.1087597899E+006   0.0000000000E+000   0.0000000000E+000   0.1056971307E+006   0.0000000000E+000  -0.4431391350E+006
      7600  -0.4358756102E+006  -0.6334497980E+004  -0.4422101082E+006  -0.9691992167E+005   0.6338251284E+007  -0.6358069506E+007   0.8485790418E+004  -0.1082523533E+006   0.0000000000E+000   0.0000000000E+000   0.1034866623E+006   0.0000000000E+000  -0.4469757992E+006
      7700  -0.4673025377E+006  -0.6751947020E+004  -0.4740544848E+006  -0.1027453655E+006   0.6338235755E+007  -0.6358069506E+007   0.9415724807E+004  -0.1131633922E+006   0.0000000000E+000   0.0000000000E+000   0.1122556017E+006   0.0000000000E+000  -0.4749622753E+006
      7800  -0.4539655069E+006  -0.6692106413E+004  -0.4606576133E+006  -0.1093243543E+006   0.6338246202E+007  -0.6358069506E+007   0.8491458588E+004  -0.1206562000E+006   0.0000000000E+000   0.0000000000E+000   0.1063555107E+006   0.0000000000E+000  -0.4749583026E+006
